#CODE;ENGLISH;;;;;;;;;;;RUSSIAN;;x
EVTDESC_GBC_1;[GBC_dead_one.GetTitledFirstName] died from the plague. Oh noes!;;;;;;;;;;;[Root.PrimaryTitle.GetFOA], ñ ïðèñêîðáèåì âûíóæäåíû ñîîáùèòü, ÷òî ìèíóâøèì óòðîì [GBC_dead_one.GetTitledFirstName] ñêîí÷à[GBC_dead_one.GetLasLsya] îò ÷óìû.;;x
EVTOPTA_GBC_104;May I have the honor of this dance?;;;;;;;;;;;Ìîãó ëè ÿ ïðèãëàñèòü Âàñ íà òàíåö?;;x
EVTOPTA_GBC_105;I must find [gbc_lover.GetHerHim], before [gbc_lover.GetSheHe] leaves!;;;;;;;;;;;ß íàéäó [From.GetHersHis], ïîêà íå ïîçäíî!;;x
EVTOPTA_GBC_108;I will give [gbc_lover.GetHerHim] time.;;;;;;;;;;;[From.GetHerHimCap] íóæíî âðåìÿ.;;x
EVTOPTA_GBC_109;My feelings must be known, I will write a poem!;;;;;;;;;;;ß íàïèøó ïîýìó äëÿ í[gbc_lover.GetHersHis]!;;x
EVTOPTA_GBC_110;I pray [gbc_lover.GetSheHe] will sense my ardent feelings through this verse!;;;;;;;;;;;Ìîëþñü, ÷òîáû [gbc_lover.GetSheHe] ïðèíÿë[gbc_lover.GetEndA] ìîè ÷óâñòâà!;;x
EVTOPTA_GBC_111;It is the thought that counts. I am sure [gbc_lover.GetFirstName] will agree.;;;;;;;;;;;Íî ñìûñë âïîëíå ÿñåí, äóìàþ [gbc_lover.GetSheHe] ïîéì¸ò.;;x
EVTOPTA_GBC_113;I will keep writing them for you, my [gbc_lover.GetAdultCompliment]!;;;;;;;;;;;ß íàïèøó åù¸, ëþáîâü ìîÿ.;;x
EVTOPTA_GBC_114;Of course I'll accept! I'd do anything for just a glimpse of [gbc_lover.GetFirstName].;;;;;;;;;;;Îòëè÷íî! ß ïðèåäó.;;x
EVTOPTA_GBC_116;I must seek [gbc_lover.GetHerHim] out after the feast!;;;;;;;;;;;Ïîñëå ïðàçäíèêà ÿ ïîïðîáóþ âñòðåòèòüñÿ ñ í[gbc_lover.GetEyIm]!;;x
EVTOPTA_GBC_118;I must have gotten lost... I was just looking for the privy!;;;;;;;;;;;Êàæåòñÿ, ÿ çàáëóäè[Root.GetLasLsya], ÿ èùó óáîðíóþ.;;x
EVTOPTA_GBC_119;I must find the [gbc_lover.GetLordLady] in peril, it could be [gbc_lover.GetFirstName]!;;;;;;;;;;;[Root.GetNumenFOA], âäðóã ýòî [gbc_lover.GetFirstName]?!;;x
EVTOPTA_GBC_121;Shoot an arrow towards the wolf;;;;;;;;;;;Âûïóñòèòü ñòðåëó â âîëêà.;;x
EVTOPTA_GBC_121_TOOLTIP_A;successful shot.;;;;;;;;;;;áóäåò óñïåøíûé âûñòðåë.;;x
EVTOPTA_GBC_123;Oh, [gbc_lover.GetFirstName]! [gbc_lover.GetKingQueen] of my heart!;;;;;;;;;;;ß ñ òîáîé, ëþáîâü ìîÿ, ÿ âñåãäà áóäó ñ òîáîé...;;x
EVTOPTA_GBC_124;I'll pretend to be ill and visit [gbc_lover.GetHerHim] while [gbc_lover.GetHerHis] [gbc_rival.GetHusbandWife] is away!;;;;;;;;;;;Ïðèòâîðþñü áîëüí[Root.GetOyYm], [gbc_lover.GetHersHis] [gbc_rival.GetHusbandWife] óåäåò, è ìû âñòðåòèìñÿ!;;x
EVTOPTA_GBC_126;Luckily, I am a fast runner!;;;;;;;;;;;Ê ñ÷àñòüþ, ÿ áûñòðî áåãàþ!;;x
EVTOPTA_GBC_128;I will find a way to free you from [gbc_rival.GetTitledFirstName]!;;;;;;;;;;;ß íàéäó ñïîñîá. Îáåùàþ!;;x
EVTOPTA_GBC_130;[gbc_lover.GetFirstName], my dearest angel, I've done it! You're free!;;;;;;;;;;;[gbc_lover.GetFirstName], òû ñâîáîä[gbc_lover.GetNaEn]!;;x
EVTOPTA_GBC_131;I have failed you, my angel...;;;;;;;;;;;Ïðîñòè ìåíÿ, ìîé àíãåë...;;x
EVTOPTA_GBC_132;I knew [gbc_rival.GetSheHe] would understand, [gbc_lover.GetFirstName]!;;;;;;;;;;;ß çíàë[Root.GetEndA], ÷òî [gbc_rival.GetSheHe] ïîéì¸ò.;;x
EVTOPTA_GBC_133;Let go of me, hounds! Let go, I say!;;;;;;;;;;;Îòïóñòèòå ìåíÿ! ×òî âû ñåáå ïîçâîëÿåòå!;;x
EVTOPTA_GBC_134;I must go to [gbc_lover.GetFirstName] at once!;;;;;;;;;;;[gbc_lover.GetFirstName], ÿ èäó ê òåáå!;;x
EVTOPTA_GBC_135;Perhaps I went too far...;;;;;;;;;;;ß çàø[Root.GetLaYol] ñëèøêîì äàëåêî...;;x
EVTOPTA_GBC_137;[gbc_lover.GetFirstName], my [gbc_lover.GetAdultCompliment], I love you!;;;;;;;;;;;[gbc_lover.GetFirstName], ÿ ëþáëþ òåáÿ!;;x
EVTOPTA_GBC_138;I shall challenge [gbc_rival.GetTitledFirstName] to a duel to the death!;;;;;;;;;;;ß âûçîâó [gbc_rival.GetHersHis] íà äóýëü!;;x
EVTOPTA_GBC_140;After all, I am glad to be home.;;;;;;;;;;;Ïîðà âîçâðàùàòüñÿ äîìîé.;;x
EVTOPTA_GBC_141;Could I have saved [gbc_lover.GetHerHim]? Is this my fault?;;;;;;;;;;;ß ìîã[Root.GetNoneE] ñïàñòè [gbc_lover.GetHersHis]. Ýòî ìîÿ âèíà.;;x
EVTOPTA_GBC_142;You are the one who should be afraid, you [GetRootFromInsult]!;;;;;;;;;;;Ýòî íå ìíå íóæíî áîÿòüñÿ, à Âàì!;;x
EVTOPTA_GBC_143;Yet, I cannot stop thinking of [gbc_lover.GetHerHim]...;;;;;;;;;;;Íî ÿ íå ìîãó ïåðåñòàòü äóìàòü î í[gbc_lover.GetEyYom]...;;x
EVTOPTB_GBC_3;No one understands me.;;;;;;;;;;;Íèêòî íå ïîíèìàåò ìåíÿ.;;x
EVTOPTB_GBC_5;I don't need to talk about it. I'm fine! Seriously.;;;;;;;;;;;ß â ïîðÿäêå, ïîâåðü ìíå. Íå áóäåì áîëüøå îá ýòîì.;;x
EVTOPTB_GBC_6;I shouldn't. I can barely take care of myself.;;;;;;;;;;;ß íå ìîãó å¸ âçÿòü.;;x
EVTOPTB_GBC_8;NO! You can't take her! I won't let you!;;;;;;;;;;;Òû íå ìîæåøü å¸ çàáðàòü! ß òåáå íå ïîçâîëþ!;;x
EVTOPTB_GBC_9;Compose yourself, [GBC_new_friend.GetFirstName]!;;;;;;;;;;;Óñïîêîéñÿ, [GBC_new_friend.GetFirstName]!;;x
EVTOPTB_GBC_10;I should demand to know what is up with [GBC_new_friend.GetFirstName]!;;;;;;;;;;;×òî ñ í[GBC_new_friend.GetEyIm] ñëó÷èëîñü? ß äîëæ[Root.GetNaEn] ýòî âûÿñíèòü!;;x
EVTOPTB_GBC_12;Oh, dear [GBC_new_friend.GetFirstName]. I'm glad you're well.;;;;;;;;;;;ß ðàä[Root.GetEndA], ÷òî òû â ïîðÿäêå.;;x
EVTOPTB_GBC_17;I thought friends talked about everything.;;;;;;;;;;;Ó äðóçåé íåò ñåêðåòîâ, íå òàê ëè?;;x
EVTOPTB_GBC_17_TOOLTIP;You look forward to the two of you getting past this, even though the future seems uncertain right now.;;;;;;;;;;;Âû íàäååòåñü, ÷òî ïðîéä¸òå ÷åðåç ýòî âìåñòå, íåñìîòðÿ íà íåîïðåäåë¸ííîñòü áóäóùåãî.;;x
EVTOPTB_GBC_73;I don't know what you're talking about.;;;;;;;;;;;Íå ïîíèìàþ, î ÷¸ì Âû ãîâîðèòå.;;x
EVTOPTB_GBC_104;I better leave, [gbc_spouse.GetFirstName] is looking displeased...;;;;;;;;;;;Ïðîøó ïðîùåíèÿ, ìíå ïîðà...;;x
EVTOPTB_GBC_105;This is wrong... I must forget [gbc_lover.GetHerHim].;;;;;;;;;;;Ýòî íåïðàâèëüíî. ß äîëæ[Root.GetNaEn] çàáûòü [From.GetHersHis].;;x
EVTOPTB_GBC_109;I shall capture the essence of my love and send it to [gbc_lover.GetHerHim].;;;;;;;;;;;Ïåðî è ÷åðíèëà çàïå÷àòëÿò ìîè ÷óâñòâà ê í[gbc_lover.GetHerHim].;;x
EVTOPTB_GBC_111;This is useless. I should just buy some gift.;;;;;;;;;;;Ýòî áåñïîëåçíî, ÿ êóïëþ ïîäàðîê.;;x
EVTOPTB_GBC_113;I ruined everything...;;;;;;;;;;;ß âñ¸ èñïîðòèë[Root.GetEndA]...;;x
EVTOPTB_GBC_114;This won't end well. I'd better decline.;;;;;;;;;;;Íè ê ÷åìó õîðîøåìó ýòî íå ïðèâåä¸ò. ß îòêàæóñü.;;x
EVTOPTB_GBC_116;I shouldn't push my luck. I am sure I will see [gbc_lover.GetHerHim] tomorrow.;;;;;;;;;;;Íå ñòîèò èñïûòûâàòü óäà÷ó, ìû óâèäèìñÿ çàâòðà.;;x
EVTOPTB_GBC_119;I am sure it was nothing. Scared by a pheasant, perhaps.;;;;;;;;;;;Åðóíäà, íàâåðíîå, êòî-òî èñïóãàëñÿ ôàçàíà.;;x
EVTOPTB_GBC_121;Attempt to distract the wolf;;;;;;;;;;;Ïîïðîáîâàòü îòâëå÷ü âîëêà.;;x
EVTOPTB_GBC_121_TOOLTIP_A;successful distraction.;;;;;;;;;;;óäàñòñÿ îòâëå÷ü âîëêà.;;x
EVTOPTB_GBC_123;Uh... Let's get you back to [gbc_rival.GetFirstName].;;;;;;;;;;;Íå ïëà÷ü. Âñ¸ õîðîøî. Ìû âûáåðåìñÿ îòñþäà.;;x
EVTOPTB_GBC_124;I better join the hunt today, lest [gbc_rival.GetTitledFirstName] becomes suspicious.;;;;;;;;;;;Ïîåäó ñ íèìè íà îõîòó, [gbc_lover.GetHersHis] [gbc_rival.GetHusbandWife] ñòàë[gbc_rival.GetEndA] ïîäîçðèòåëüí[gbc_rival.GetOyYm].;;x
EVTOPTB_GBC_128;We knew it had to be this way. There's nothing I can do.;;;;;;;;;;;Ìû îáà çíàëè, ÷òî òàê áóäåò. Íè÷åãî íåëüçÿ ïîäåëàòü.;;x
EVTOPTB_GBC_138;I must attempt to appeal to [gbc_rival.GetHerHis] better senses.;;;;;;;;;;;Ïîïðîáóþ âîçâàòü ê [gbc_rival.GetHersHis] äîáðîòå.;;x
EVTOPTB_GR_11;We are masters of our own destiny!;;;;;;;;;;;Ìû ñàìè âåðøèì ñâîþ ñóäüáó!;;x
EVTOPTC_GBC_8;Take it. I was growing it tired of it anyway.;;;;;;;;;;;Ëàäíî. ß âñ¸ ðàâíî óæå óñòàë[Root.GetEndA] îò ýòîãî.;;x
EVTOPTC_GBC_109;A thoughtful present should prove my affections.;;;;;;;;;;;Íàñòîÿùèé ïîäàðîê äîêàæåò ìîþ ñåðü¸çíîñòü.;;x
EVTOPTC_GBC_113;I will keep writing to you, most [gbc_lover.GetAdultCompliment].;;;;;;;;;;;Îíè áóäóò, íå ñîìíåâàéòåñü.;;x
EVTOPTC_GBC_121;Do nothing;;;;;;;;;;;Íå äâèãàòüñÿ.;;x
EVTOPTC_GBC_123;[gbc_lover.GetFirstName]? [gbc_lover.GetFirstName], no!!!;;;;;;;;;;;[gbc_lover.GetFirstName]? Íåò! [gbc_lover.GetFirstName]!;;x
EVTOPTC_GBC_138;Surely I could arrange for a little... hunting accident.;;;;;;;;;;;"ß ìîãó ïîäñòðîèòü íåáîëüøîé ""èíöèäåíò"" íà îõîòå...";;x
EVTOPTD_GBC_109;No, this has gone too far. I will not send anything.;;;;;;;;;;;Ýòî çàøëî ñëèøêîì äàëåêî. ×òî ÿ î ñåáå âîçîìíèë[Root.GetEndA]?;;x
